"STATISTIC","Statistic","TLIST(A1)","Year","C03113V03763","Test Centre","UNIT","VALUE"
"ROA09","Waiting at Driver Testing Centres","2009","2009","32","Clonmel","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2009","2009","33","Dungarvan","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2009","2009","34","Kilkenny","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2009","2009","35","Nenagh","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2009","2009","36","Portlaoise","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2009","2009","37","Thurles","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2009","2009","38","Tipperary","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2009","2009","39","Waterford","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2009","2009","40","Wexford","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2009","2009","41","Cork","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2009","2009","42","Killarney","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2009","2009","43","Kilrush","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2009","2009","44","Limerick","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2009","2009","45","Mallow","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2009","2009","46","Newcastlewest","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2009","2009","47","Shannon","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2009","2009","48","Skibbereen","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2009","2009","49","Tralee","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2009","2009","50","Churchtown","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2010","2010","01","Dundalk","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2010","2010","02","Finglas","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","03","Mullingar","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","05","Navan","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2010","2010","06","Raheny","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","07","Gorey","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2010","2010","08","Naas","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2010","2010","09","Rathgar","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","10","Tallaght","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2010","2010","11","Tullamore","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","12","Wicklow","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","13","Athlone","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2010","2010","14","Birr","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","15","Castlebar","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2010","2010","16","Clifden","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","17","Ennis","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","18","Galway","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","19","Loughrea","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","20","Roscommon","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","21","Tuam","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","22","Ballina","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2010","2010","23","Buncrana","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","24","Carrick-on-Shannon","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2010","2010","25","Cavan","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2010","2010","26","Donegal","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","27","Letterkenny","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","28","Longford","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2010","2010","29","Monaghan","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","30","Sligo","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2010","2010","31","Carlow","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","32","Clonmel","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","33","Dungarvan","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","34","Kilkenny","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","35","Nenagh","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2010","2010","36","Portlaoise","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","37","Thurles","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","38","Tipperary","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","39","Waterford","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2010","2010","40","Wexford","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","41","Cork","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2010","2010","42","Killarney","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","43","Kilrush","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2010","2010","44","Limerick","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","45","Mallow","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2010","2010","46","Newcastlewest","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2010","2010","47","Shannon","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2010","2010","48","Skibbereen","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2010","2010","49","Tralee","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2010","2010","50","Churchtown","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2011","2011","01","Dundalk","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2011","2011","02","Finglas","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","03","Mullingar","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","05","Navan","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2011","2011","06","Raheny","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","07","Gorey","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2011","2011","08","Naas","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2011","2011","09","Rathgar","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","10","Tallaght","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2011","2011","11","Tullamore","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2011","2011","12","Wicklow","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2011","2011","13","Athlone","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","14","Birr","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2011","2011","15","Castlebar","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","16","Clifden","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2011","2011","17","Ennis","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2011","2011","18","Galway","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","19","Loughrea","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","20","Roscommon","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","21","Tuam","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2011","2011","22","Ballina","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","23","Buncrana","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2011","2011","24","Carrick-on-Shannon","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","25","Cavan","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","26","Donegal","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2011","2011","27","Letterkenny","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","28","Longford","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","29","Monaghan","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2011","2011","30","Sligo","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","31","Carlow","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","32","Clonmel","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","33","Dungarvan","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","34","Kilkenny","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","35","Nenagh","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2011","2011","36","Portlaoise","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2011","2011","37","Thurles","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2011","2011","38","Tipperary","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","39","Waterford","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","40","Wexford","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","41","Cork","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","42","Killarney","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2011","2011","43","Kilrush","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","44","Limerick","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","45","Mallow","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","46","Newcastlewest","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","47","Shannon","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2011","2011","48","Skibbereen","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2011","2011","49","Tralee","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2011","2011","50","Churchtown","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2012","2012","01","Dundalk","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2012","2012","02","Finglas","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","03","Mullingar","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2012","2012","05","Navan","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2012","2012","06","Raheny","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","07","Gorey","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2012","2012","08","Naas","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2012","2012","09","Rathgar","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2012","2012","10","Tallaght","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2012","2012","11","Tullamore","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2012","2012","12","Wicklow","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","13","Athlone","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","14","Birr","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2012","2012","15","Castlebar","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","16","Clifden","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2012","2012","17","Ennis","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","18","Galway","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","19","Loughrea","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2012","2012","20","Roscommon","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","21","Tuam","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2012","2012","22","Ballina","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2012","2012","23","Buncrana","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2012","2012","24","Carrick-on-Shannon","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","25","Cavan","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","26","Donegal","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2012","2012","27","Letterkenny","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2012","2012","28","Longford","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","29","Monaghan","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2012","2012","30","Sligo","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2012","2012","31","Carlow","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","32","Clonmel","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2012","2012","33","Dungarvan","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2012","2012","34","Kilkenny","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","35","Nenagh","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2012","2012","36","Portlaoise","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","37","Thurles","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","38","Tipperary","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","39","Waterford","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","40","Wexford","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","41","Cork","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","42","Killarney","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","43","Kilrush","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","44","Limerick","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","45","Mallow","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2012","2012","46","Newcastlewest","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","47","Shannon","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2012","2012","48","Skibbereen","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2012","2012","49","Tralee","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2012","2012","50","Churchtown","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2013","2013","01","Dundalk","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","02","Finglas","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","03","Mullingar","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","05","Navan","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","06","Raheny","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","07","Gorey","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","08","Naas","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","09","Rathgar","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","10","Tallaght","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","11","Tullamore","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","12","Wicklow","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2013","2013","13","Athlone","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","14","Birr","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","15","Castlebar","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","16","Clifden","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2013","2013","17","Ennis","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2013","2013","18","Galway","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2013","2013","19","Loughrea","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","20","Roscommon","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2013","2013","21","Tuam","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2013","2013","22","Ballina","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2013","2013","23","Buncrana","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2013","2013","24","Carrick-on-Shannon","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2013","2013","25","Cavan","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","26","Donegal","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2013","2013","27","Letterkenny","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","28","Longford","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2013","2013","29","Monaghan","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","30","Sligo","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","31","Carlow","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","32","Clonmel","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2013","2013","33","Dungarvan","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","34","Kilkenny","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","35","Nenagh","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2013","2013","36","Portlaoise","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2013","2013","37","Thurles","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2013","2013","38","Tipperary","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","39","Waterford","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2013","2013","40","Wexford","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2013","2013","41","Cork","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2013","2013","42","Killarney","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","43","Kilrush","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","44","Limerick","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2013","2013","45","Mallow","Weeks","6"
"ROA09","Waiting at Driver Testing Centres","2013","2013","46","Newcastlewest","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","47","Shannon","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","48","Skibbereen","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2013","2013","49","Tralee","Weeks","7"
"ROA09","Waiting at Driver Testing Centres","2013","2013","50","Churchtown","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2014","2014","01","Dundalk","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","02","Finglas","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","03","Mullingar","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","05","Navan","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","06","Raheny","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","07","Gorey","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2014","2014","08","Naas","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","09","Rathgar","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","10","Tallaght","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","11","Tullamore","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2014","2014","12","Wicklow","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","13","Athlone","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2014","2014","14","Birr","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2014","2014","15","Castlebar","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2014","2014","16","Clifden","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2014","2014","17","Ennis","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","18","Galway","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","19","Loughrea","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","20","Roscommon","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","21","Tuam","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2014","2014","22","Ballina","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","23","Buncrana","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","24","Carrick-on-Shannon","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","25","Cavan","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","26","Donegal","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2014","2014","27","Letterkenny","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","28","Longford","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","29","Monaghan","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2014","2014","30","Sligo","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","31","Carlow","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2014","2014","32","Clonmel","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2014","2014","33","Dungarvan","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2014","2014","34","Kilkenny","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2014","2014","35","Nenagh","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2014","2014","36","Portlaoise","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2014","2014","37","Thurles","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","38","Tipperary","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2014","2014","39","Waterford","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2014","2014","40","Wexford","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2014","2014","41","Cork","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2014","2014","42","Killarney","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","43","Kilrush","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2014","2014","44","Limerick","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","45","Mallow","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","46","Newcastlewest","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","47","Shannon","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","48","Skibbereen","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2014","2014","49","Tralee","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2014","2014","50","Churchtown","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2015","2015","01","Dundalk","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2015","2015","02","Finglas","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2015","2015","03","Mullingar","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2015","2015","05","Navan","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2015","2015","06","Raheny","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2015","2015","07","Gorey","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","08","Naas","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2015","2015","09","Rathgar","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2015","2015","10","Tallaght","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2015","2015","11","Tullamore","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2015","2015","12","Wicklow","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","13","Athlone","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2015","2015","14","Birr","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","15","Castlebar","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","16","Clifden","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2015","2015","17","Ennis","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","18","Galway","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2015","2015","19","Loughrea","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","20","Roscommon","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","21","Tuam","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","22","Ballina","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2015","2015","23","Buncrana","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","24","Carrick-on-Shannon","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","25","Cavan","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","26","Donegal","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","27","Letterkenny","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2015","2015","28","Longford","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","29","Monaghan","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","30","Sligo","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","31","Carlow","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","32","Clonmel","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","33","Dungarvan","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","34","Kilkenny","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","35","Nenagh","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","36","Portlaoise","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","37","Thurles","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","38","Tipperary","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","39","Waterford","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2015","2015","40","Wexford","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","41","Cork","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","42","Killarney","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2015","2015","43","Kilrush","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2015","2015","44","Limerick","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2015","2015","45","Mallow","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","46","Newcastlewest","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2015","2015","47","Shannon","Weeks","9"
"ROA09","Waiting at Driver Testing Centres","2015","2015","48","Skibbereen","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2015","2015","49","Tralee","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2015","2015","50","Churchtown","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2016","2016","01","Dundalk","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2016","2016","02","Finglas","Weeks","10"
"ROA09","Waiting at Driver Testing Centres","2016","2016","03","Mullingar","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2016","2016","05","Navan","Weeks","11"
"ROA09","Waiting at Driver Testing Centres","2016","2016","06","Raheny","Weeks","8"
"ROA09","Waiting at Driver Testing Centres","2016","2016","07","Gorey","Weeks","15"
"ROA09","Waiting at Driver Testing Centres","2016","2016","08","Naas","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","09","Rathgar","Weeks",""
"ROA09","Waiting at Driver Testing Centres","2016","2016","10","Tallaght","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","11","Tullamore","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2016","2016","12","Wicklow","Weeks","13"
"ROA09","Waiting at Driver Testing Centres","2016","2016","13","Athlone","Weeks","12"
"ROA09","Waiting at Driver Testing Centres","2016","2016","14","Birr","Weeks","14"
"ROA09","Waiting at Driver Testing Centres","2016","2016","15","Castlebar","Weeks","11"
